,EmployeeNumber,Age,Attrition,Department,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,RelationshipSatisfaction,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager
1082,1533,23,No,Research & Development,1,Life Sciences,1,Male,3,2,Laboratory Technician,3,2272,2,4,3,2
1083,1534,40,Yes,Research & Development,4,Life Sciences,4,Male,3,1,Laboratory Technician,1,2018,2,5,4,0
1084,1535,34,No,Sales,3,Technical Degree,4,Male,2,3,Sales Executive,3,7083,4,10,9,6
1085,1537,31,Yes,Research & Development,3,Life Sciences,4,Female,3,1,Research Scientist,3,4084,1,7,2,7
1086,1539,50,No,Research & Development,5,Medical,3,Male,1,4,Research Director,4,14411,4,32,6,9
1087,1541,34,No,Sales,2,Technical Degree,2,Male,3,1,Sales Representative,3,2308,2,11,10,7
1088,1542,42,No,Research & Development,3,Medical,3,Male,2,1,Laboratory Technician,2,4841,2,1,0,0
1089,1543,37,No,Research & Development,3,Medical,1,Male,3,2,Research Scientist,4,4285,1,10,8,7
1090,1544,29,No,Research & Development,1,Other,3,Female,1,2,Healthcare Representative,1,9715,3,7,7,7
1091,1545,33,No,Research & Development,3,Life Sciences,4,Male,2,2,Manufacturing Director,2,4320,4,5,3,2
1092,1546,45,No,Research & Development,3,Technical Degree,4,Male,3,1,Research Scientist,4,2132,4,5,4,3
1093,1547,42,No,Research & Development,3,Life Sciences,4,Male,3,3,Healthcare Representative,4,10124,3,20,8,9
1094,1548,40,No,Sales,2,Medical,1,Male,3,2,Sales Executive,1,5473,4,8,4,1
1095,1549,33,No,Research & Development,4,Life Sciences,2,Male,3,2,Laboratory Technician,3,5207,2,15,14,7
1096,1550,40,No,Human Resources,2,Medical,3,Male,3,4,Manager,4,16437,4,21,7,7
1097,1551,24,No,Research & Development,2,Technical Degree,3,Male,2,1,Laboratory Technician,1,2296,2,1,1,0
1098,1552,40,No,Research & Development,2,Life Sciences,4,Male,3,2,Healthcare Representative,4,4069,3,2,2,2
1099,1553,45,No,Research & Development,4,Technical Degree,1,Male,3,3,Healthcare Representative,2,7441,1,10,8,7
1100,1554,35,No,Sales,4,Life Sciences,2,Female,2,1,Sales Representative,3,2430,1,5,3,2
1101,1555,32,No,Research & Development,2,Life Sciences,4,Female,2,2,Research Scientist,2,5878,1,7,1,5
1102,1556,36,No,Sales,4,Life Sciences,3,Male,3,1,Sales Representative,4,2644,4,3,2,2
1103,1557,48,No,Sales,4,Life Sciences,3,Female,3,2,Sales Executive,3,6439,3,8,7,7
1104,1558,29,No,Research & Development,3,Life Sciences,3,Male,4,1,Research Scientist,3,2451,1,1,0,0
1105,1560,33,No,Sales,4,Life Sciences,1,Male,3,2,Sales Executive,1,6392,4,2,2,2
1106,1562,30,Yes,Sales,3,Life Sciences,2,Male,2,2,Sales Executive,1,9714,4,10,8,7
1107,1563,38,No,Human Resources,4,Human Resources,3,Male,3,2,Human Resources,3,6077,3,6,3,2
1108,1564,35,No,Research & Development,3,Medical,4,Male,2,1,Laboratory Technician,1,2450,2,3,0,2
1109,1568,30,No,Sales,4,Technical Degree,3,Male,3,3,Sales Executive,2,9250,2,4,2,3
1110,1569,35,Yes,Research & Development,3,Life Sciences,1,Female,3,1,Laboratory Technician,1,2074,4,1,0,0
1111,1572,53,Yes,Research & Development,5,Technical Degree,3,Female,2,3,Manufacturing Director,4,10169,2,33,7,9
1112,1573,38,Yes,Research & Development,3,Medical,3,Male,3,2,Manufacturing Director,2,4855,1,5,2,4
1113,1574,32,No,Research & Development,4,Technical Degree,4,Male,3,2,Research Scientist,1,4087,2,6,5,2
1114,1576,48,No,Research & Development,4,Other,3,Female,3,1,Research Scientist,1,2367,4,8,2,6
1115,1577,34,No,Research & Development,4,Medical,1,Male,3,1,Research Scientist,4,2972,3,1,0,0
1116,1578,55,No,Sales,5,Marketing,3,Male,2,5,Manager,4,19586,3,36,6,13
1117,1580,34,No,Research & Development,4,Life Sciences,2,Male,3,2,Research Scientist,4,5484,2,2,2,1
1118,1581,26,No,Research & Development,3,Life Sciences,1,Female,3,1,Research Scientist,4,2061,1,1,0,0
1119,1582,38,No,Sales,3,Life Sciences,3,Male,3,2,Sales Executive,2,9924,4,9,8,7
1120,1583,38,No,Sales,3,Life Sciences,2,Female,3,2,Sales Executive,2,4198,2,3,2,2
1121,1585,36,No,Sales,4,Life Sciences,2,Female,3,2,Sales Executive,3,6815,1,1,0,0
1122,1586,29,No,Research & Development,1,Medical,2,Male,3,1,Laboratory Technician,1,4723,4,10,9,5
1123,1587,35,No,Research & Development,4,Medical,1,Female,3,2,Healthcare Representative,3,6142,3,5,2,4
1124,1588,39,No,Sales,3,Medical,4,Male,4,3,Sales Executive,3,8237,1,7,6,6
1125,1590,29,No,Research & Development,1,Life Sciences,1,Male,3,2,Healthcare Representative,4,8853,4,6,4,3
1126,1591,50,No,Sales,3,Marketing,3,Male,3,5,Manager,3,19331,3,1,0,0
1127,1592,23,No,Research & Development,3,Technical Degree,4,Male,4,1,Research Scientist,3,2073,4,2,2,2
1128,1594,36,No,Research & Development,4,Life Sciences,1,Male,4,2,Laboratory Technician,1,5562,4,3,2,2
1129,1595,42,No,Research & Development,2,Other,4,Male,2,5,Manager,4,19613,4,1,0,1
1130,1596,35,No,Research & Development,3,Life Sciences,2,Male,4,2,Laboratory Technician,3,3407,4,10,9,8
1131,1597,34,No,Research & Development,4,Technical Degree,4,Male,2,2,Healthcare Representative,3,5063,2,8,2,7
1132,1598,40,No,Sales,2,Life Sciences,4,Female,3,2,Sales Executive,1,4639,3,5,4,2
1133,1599,43,No,Research & Development,3,Technical Degree,4,Male,4,1,Laboratory Technician,2,4876,3,6,4,2
1134,1601,35,No,Research & Development,2,Life Sciences,3,Male,2,1,Laboratory Technician,4,2690,4,1,0,1
1135,1602,46,No,Sales,4,Life Sciences,4,Male,4,4,Manager,1,17567,2,26,0,12
1136,1604,28,Yes,Research & Development,3,Medical,3,Male,3,1,Laboratory Technician,2,2408,3,1,1,0
1137,1605,22,No,Research & Development,2,Other,2,Female,2,1,Research Scientist,3,2814,2,4,2,3
1138,1606,50,No,Research & Development,5,Medical,2,Male,3,4,Healthcare Representative,3,11245,3,30,8,13
1139,1607,32,No,Research & Development,4,Other,2,Female,4,1,Research Scientist,4,3312,4,3,2,2
1140,1608,44,No,Research & Development,3,Medical,2,Female,3,5,Research Director,4,19049,4,22,7,10
1141,1609,30,No,Research & Development,3,Medical,2,Male,2,1,Research Scientist,2,2141,2,6,4,1
1142,1611,45,No,Research & Development,5,Medical,3,Female,1,2,Laboratory Technician,1,5769,1,10,7,4
1143,1612,45,No,Sales,3,Marketing,1,Male,2,2,Sales Executive,1,4385,1,10,7,5
1144,1613,31,No,Sales,4,Other,4,Male,3,2,Sales Executive,1,5332,4,5,2,3
1145,1614,36,No,Research & Development,4,Life Sciences,3,Female,3,2,Manufacturing Director,3,4663,2,3,2,1
1146,1615,34,No,Research & Development,4,Life Sciences,3,Male,4,2,Manufacturing Director,4,4724,1,9,7,2
1147,1617,49,No,Research & Development,4,Life Sciences,3,Female,3,1,Laboratory Technician,1,3211,4,9,6,4
1148,1618,39,No,Research & Development,5,Medical,2,Male,3,2,Manufacturing Director,1,5377,4,7,7,7
1149,1619,27,No,Research & Development,3,Other,4,Male,2,1,Laboratory Technician,1,4066,1,7,7,7
1150,1621,35,No,Research & Development,5,Life Sciences,2,Male,4,2,Research Scientist,1,5208,4,16,15,10
1151,1622,28,No,Research & Development,3,Medical,2,Female,1,2,Manufacturing Director,1,4877,2,5,3,0
1152,1623,21,No,Research & Development,1,Medical,3,Male,3,1,Research Scientist,4,3117,3,2,2,2
1153,1624,18,Yes,Sales,2,Medical,2,Female,3,1,Sales Representative,4,1569,3,0,0,0
1154,1625,47,No,Human Resources,4,Life Sciences,4,Female,3,5,Manager,3,19658,3,5,2,0
1155,1627,39,No,Research & Development,2,Medical,3,Male,2,2,Laboratory Technician,3,3069,4,10,8,7
1156,1628,40,No,Research & Development,3,Life Sciences,1,Female,2,3,Manufacturing Director,3,10435,4,18,15,12
1157,1630,35,No,Research & Development,4,Life Sciences,3,Female,3,2,Healthcare Representative,3,4148,4,14,11,9
1158,1631,37,No,Research & Development,3,Life Sciences,3,Male,3,2,Manufacturing Director,3,5768,1,4,3,2
1159,1633,39,No,Research & Development,3,Medical,1,Female,3,2,Manufacturing Director,3,5042,4,9,2,8
1160,1635,45,No,Research & Development,2,Other,4,Female,2,2,Manufacturing Director,4,5770,1,10,7,9
1161,1638,38,No,Research & Development,2,Medical,4,Female,2,3,Manufacturing Director,3,7756,4,5,4,2
1162,1639,35,Yes,Sales,3,Medical,4,Male,2,3,Sales Executive,1,10306,3,13,12,0
1163,1640,37,No,Research & Development,3,Medical,2,Female,3,1,Research Scientist,2,3936,1,8,4,7
1164,1641,40,No,Research & Development,3,Life Sciences,3,Female,3,3,Manufacturing Director,4,7945,4,4,2,3
1165,1642,44,No,Human Resources,5,Human Resources,1,Male,3,2,Human Resources,4,5743,3,10,7,2
1166,1644,48,No,Research & Development,5,Medical,3,Male,2,4,Manager,4,15202,2,2,2,2
1167,1645,35,Yes,Sales,2,Medical,1,Male,1,2,Sales Executive,4,5440,4,2,2,2
1168,1646,24,No,Research & Development,1,Technical Degree,1,Female,3,1,Research Scientist,4,3760,3,6,3,3
1169,1647,27,No,Research & Development,3,Medical,2,Female,4,1,Research Scientist,3,3517,1,3,2,2
1170,1648,27,No,Research & Development,3,Medical,4,Male,3,1,Research Scientist,4,2580,3,4,2,2
1171,1649,40,Yes,Research & Development,3,Life Sciences,1,Male,3,1,Laboratory Technician,1,2166,2,4,2,3
1172,1650,29,No,Sales,3,Medical,3,Male,2,2,Sales Executive,3,5869,3,5,2,4
1173,1651,36,No,Research & Development,4,Life Sciences,2,Female,3,3,Healthcare Representative,1,8008,3,3,2,2
1174,1653,25,No,Research & Development,1,Life Sciences,4,Male,4,2,Manufacturing Director,3,5206,3,7,7,7
1175,1654,39,No,Research & Development,3,Medical,4,Male,3,2,Manufacturing Director,2,5295,3,5,4,0
1176,1655,49,No,Research & Development,4,Other,1,Female,3,4,Research Director,2,16413,2,4,2,2
1177,1656,50,No,Research & Development,5,Life Sciences,4,Female,2,3,Research Director,1,13269,3,14,11,11
1178,1657,20,No,Sales,3,Medical,3,Female,3,1,Sales Representative,3,2783,1,2,2,2
1179,1658,34,No,Research & Development,3,Life Sciences,4,Female,3,2,Research Scientist,2,5433,3,11,8,9
1180,1659,36,No,Research & Development,3,Life Sciences,1,Male,3,1,Laboratory Technician,2,2013,3,4,3,3
1181,1661,49,No,Research & Development,1,Life Sciences,3,Female,2,4,Healthcare Representative,3,13966,2,15,11,12
1182,1662,36,No,Research & Development,4,Medical,4,Female,2,2,Manufacturing Director,3,4374,3,3,2,2
1183,1664,36,No,Research & Development,2,Life Sciences,4,Male,4,2,Healthcare Representative,1,6842,1,5,4,4
1184,1665,54,No,Research & Development,5,Medical,2,Female,3,4,Manager,3,17426,3,10,8,7
1185,1666,43,No,Research & Development,2,Life Sciences,3,Male,2,4,Research Director,3,17603,1,14,10,11
1186,1667,35,Yes,Sales,4,Other,4,Male,3,2,Sales Executive,4,4581,1,11,9,7
1187,1668,38,No,Research & Development,3,Life Sciences,4,Male,3,2,Research Scientist,4,4735,4,13,11,9
1188,1669,29,No,Sales,3,Medical,1,Male,2,2,Sales Executive,2,4187,2,10,0,9
1189,1670,33,No,Sales,4,Medical,4,Male,3,2,Sales Executive,4,5505,3,6,2,4
1190,1671,32,No,Research & Development,3,Medical,4,Male,3,2,Research Scientist,2,5470,3,9,5,6
1191,1673,31,No,Sales,4,Life Sciences,1,Female,3,2,Sales Executive,4,5476,1,10,0,2
1192,1674,49,No,Research & Development,3,Medical,4,Female,3,1,Laboratory Technician,1,2587,2,2,2,2
1193,1675,38,No,Research & Development,3,Medical,4,Female,2,1,Laboratory Technician,2,2440,2,4,3,3
1194,1676,47,No,Sales,4,Life Sciences,2,Female,4,4,Manager,2,15972,3,3,2,2
1195,1677,49,No,Research & Development,3,Life Sciences,3,Male,3,4,Manager,3,15379,1,8,7,0
1196,1678,41,No,Sales,2,Life Sciences,4,Male,3,3,Sales Executive,3,7082,4,2,0,2
1197,1680,20,No,Sales,1,Life Sciences,4,Male,3,1,Sales Representative,1,2728,1,2,2,2
1198,1681,33,No,Sales,3,Life Sciences,3,Female,3,2,Sales Executive,4,5368,3,6,5,2
1199,1682,36,No,Research & Development,4,Life Sciences,1,Male,3,2,Healthcare Representative,3,5347,2,3,2,2
1200,1683,44,No,Human Resources,3,Life Sciences,3,Female,3,1,Human Resources,4,3195,1,2,2,2
1201,1684,23,Yes,Research & Development,1,Medical,4,Male,2,1,Laboratory Technician,3,3989,1,5,4,2
1202,1687,38,No,Research & Development,2,Medical,4,Female,3,1,Laboratory Technician,3,3306,4,0,0,0
1203,1689,53,No,Research & Development,4,Medical,2,Male,4,3,Healthcare Representative,4,7005,3,4,3,2
1204,1691,48,Yes,Sales,2,Medical,4,Female,3,1,Sales Representative,3,2655,3,9,7,7
1205,1692,32,Yes,Research & Development,4,Life Sciences,4,Male,3,1,Laboratory Technician,2,1393,1,1,0,0
1206,1693,26,No,Research & Development,3,Medical,4,Male,3,1,Laboratory Technician,4,2570,3,7,7,7
1207,1694,55,No,Research & Development,3,Technical Degree,1,Male,2,1,Research Scientist,2,3537,4,4,2,2
1208,1696,34,No,Research & Development,2,Medical,2,Male,2,2,Laboratory Technician,4,3986,3,15,10,13
1209,1697,60,No,Research & Development,4,Medical,3,Male,1,3,Healthcare Representative,4,10883,3,1,0,0
1210,1698,33,No,Research & Development,3,Medical,2,Male,4,1,Laboratory Technician,2,2028,4,14,11,13
1211,1700,37,No,Sales,4,Medical,3,Male,1,2,Sales Executive,4,9525,3,6,3,3
1212,1701,34,No,Research & Development,3,Life Sciences,2,Female,2,1,Research Scientist,4,2929,2,10,9,7
1213,1702,23,Yes,Sales,3,Life Sciences,3,Male,3,1,Sales Representative,4,2275,2,3,2,2
1214,1703,44,No,Research & Development,3,Life Sciences,3,Female,4,3,Healthcare Representative,4,7879,2,8,7,7
1215,1704,35,No,Research & Development,4,Medical,1,Male,2,1,Research Scientist,4,4930,3,5,4,4
1216,1706,43,No,Sales,3,Medical,4,Male,3,2,Sales Executive,4,7847,1,10,9,8
1217,1707,24,No,Research & Development,3,Medical,3,Male,4,1,Research Scientist,3,4401,4,5,3,4
1218,1708,41,No,Sales,3,Marketing,4,Male,3,3,Sales Executive,3,9241,2,10,8,7
1219,1709,29,No,Research & Development,4,Medical,4,Female,3,1,Laboratory Technician,3,2974,3,5,3,2
1220,1710,36,No,Sales,4,Life Sciences,3,Female,3,2,Sales Representative,4,4502,3,13,7,7
1221,1712,45,No,Research & Development,1,Life Sciences,3,Male,2,3,Healthcare Representative,3,10748,4,23,15,4
1222,1714,24,Yes,Human Resources,1,Human Resources,4,Male,1,1,Human Resources,3,1555,3,1,0,0
1223,1716,47,Yes,Sales,3,Life Sciences,3,Male,1,4,Sales Executive,3,12936,3,23,5,10
1224,1718,26,No,Research & Development,4,Medical,4,Male,1,1,Laboratory Technician,3,2305,3,3,2,2
1225,1719,45,No,Research & Development,2,Technical Degree,4,Female,2,4,Research Director,2,16704,3,21,6,6
1226,1720,32,No,Research & Development,3,Life Sciences,1,Male,3,1,Research Scientist,3,3433,1,5,2,3
1227,1721,31,No,Research & Development,4,Life Sciences,2,Male,3,1,Laboratory Technician,3,3477,4,5,2,3
1228,1722,41,No,Human Resources,3,Human Resources,3,Male,1,2,Human Resources,2,6430,2,3,2,2
1229,1724,40,No,Research & Development,2,Life Sciences,2,Female,3,2,Manufacturing Director,1,6516,2,1,0,0
1230,1725,24,No,Research & Development,1,Medical,2,Male,3,1,Laboratory Technician,1,3907,2,6,2,2
1231,1727,46,No,Research & Development,4,Life Sciences,3,Male,3,2,Healthcare Representative,2,5562,4,10,7,9
1232,1728,35,No,Research & Development,4,Life Sciences,4,Male,3,2,Manufacturing Director,3,6883,2,7,7,7
1233,1729,30,No,Research & Development,1,Life Sciences,2,Male,3,1,Research Scientist,4,2862,2,10,0,8
1234,1731,47,No,Sales,4,Marketing,3,Male,3,2,Sales Executive,2,4978,4,1,0,0
1235,1732,46,No,Sales,3,Life Sciences,3,Male,3,3,Sales Executive,4,10368,2,10,6,3
1236,1733,36,Yes,Sales,5,Marketing,2,Male,2,2,Sales Executive,1,6134,2,2,2,2
1237,1734,32,Yes,Sales,2,Life Sciences,1,Male,1,2,Sales Executive,2,6735,2,0,0,0
1238,1735,23,No,Research & Development,1,Medical,3,Female,3,1,Laboratory Technician,2,3295,3,3,2,2
1239,1736,31,No,Research & Development,1,Technical Degree,4,Female,3,2,Manufacturing Director,4,5238,4,5,4,4
1240,1737,39,No,Research & Development,3,Life Sciences,4,Male,3,2,Laboratory Technician,4,6472,4,9,8,8
1241,1739,32,No,Sales,3,Life Sciences,4,Male,1,3,Sales Executive,3,9610,3,4,3,2
1242,1740,40,No,Sales,4,Medical,2,Male,3,5,Manager,2,19833,2,21,8,8
1243,1744,45,No,Human Resources,3,Life Sciences,3,Female,1,3,Human Resources,3,9756,3,5,0,3
1244,1745,30,No,Research & Development,4,Technical Degree,4,Female,2,1,Research Scientist,1,4968,4,9,7,7
1245,1746,24,No,Human Resources,3,Medical,1,Male,3,1,Human Resources,4,2145,4,2,2,1
1246,1747,30,Yes,Human Resources,3,Human Resources,3,Female,2,1,Human Resources,4,2180,3,4,2,2
1247,1749,31,No,Sales,3,Technical Degree,1,Male,3,2,Sales Executive,3,8346,3,5,2,2
1248,1751,27,No,Research & Development,3,Medical,3,Female,3,1,Research Scientist,4,3445,3,6,2,4
1249,1752,29,Yes,Sales,3,Marketing,2,Female,1,1,Sales Representative,2,2760,3,2,2,2
1250,1753,29,No,Research & Development,3,Life Sciences,4,Male,4,2,Healthcare Representative,3,6294,4,3,2,2
1251,1754,30,No,Sales,2,Marketing,3,Male,2,3,Sales Executive,1,7140,1,7,7,7
1252,1755,34,No,Research & Development,4,Medical,4,Male,4,1,Research Scientist,4,2932,1,5,0,2
1253,1756,33,No,Sales,3,Marketing,4,Female,3,2,Sales Executive,2,5147,4,11,7,7
1254,1757,49,No,Sales,4,Marketing,4,Female,3,2,Sales Executive,4,4507,3,5,1,4
1255,1758,33,Yes,Sales,3,Life Sciences,1,Female,3,3,Sales Executive,1,8564,3,0,0,0
1256,1760,38,No,Research & Development,2,Medical,3,Female,2,1,Laboratory Technician,2,2468,2,6,1,5
1257,1761,31,Yes,Sales,4,Marketing,1,Male,3,3,Sales Executive,3,8161,1,1,0,0
1258,1762,29,No,Research & Development,3,Technical Degree,4,Female,2,1,Research Scientist,1,2109,3,1,0,0
1259,1763,30,No,Research & Development,3,Life Sciences,3,Male,4,2,Healthcare Representative,3,5294,3,7,0,7
1260,1764,32,No,Research & Development,4,Technical Degree,2,Male,3,1,Research Scientist,2,2718,2,7,7,7
1261,1766,38,No,Research & Development,3,Medical,2,Male,1,2,Healthcare Representative,4,5811,3,1,0,0
1262,1767,43,Yes,Research & Development,3,Technical Degree,3,Male,2,1,Research Scientist,3,2437,4,1,0,0
1263,1768,42,No,Research & Development,3,Medical,2,Male,3,1,Laboratory Technician,2,2766,2,5,3,4
1264,1770,55,No,Research & Development,3,Medical,3,Male,2,5,Research Director,1,19038,2,1,0,0
1265,1771,33,No,Research & Development,3,Technical Degree,4,Male,3,2,Research Scientist,2,3055,4,9,8,7
1266,1772,41,No,Research & Development,4,Life Sciences,3,Male,3,1,Laboratory Technician,1,2289,2,5,3,4
1267,1774,34,No,Sales,3,Life Sciences,4,Male,3,2,Sales Executive,3,4001,3,15,14,7
1268,1775,53,No,Research & Development,4,Medical,1,Female,2,4,Manufacturing Director,3,12965,4,3,2,2
1269,1778,43,No,Human Resources,3,Life Sciences,2,Male,3,1,Human Resources,4,3539,2,9,7,8
1270,1779,34,No,Sales,2,Life Sciences,4,Female,1,2,Sales Executive,4,6029,1,2,2,2
1271,1780,21,Yes,Sales,1,Marketing,2,Male,3,1,Sales Representative,2,2679,2,1,0,0
1272,1782,38,No,Research & Development,2,Other,4,Female,2,1,Laboratory Technician,3,3702,2,5,4,4
1273,1783,22,Yes,Research & Development,1,Medical,3,Female,3,1,Laboratory Technician,1,2398,3,1,0,0
1274,1784,31,No,Sales,4,Marketing,1,Female,2,2,Sales Executive,4,5468,1,12,7,7
1275,1786,51,No,Research & Development,3,Technical Degree,1,Female,3,3,Manager,3,13116,4,2,2,2
1276,1787,37,No,Sales,2,Marketing,2,Male,2,2,Sales Executive,2,4189,1,5,2,3
1277,1789,46,No,Research & Development,4,Medical,3,Male,3,5,Research Director,4,19328,3,2,1,2
1278,1790,36,No,Research & Development,3,Life Sciences,4,Male,3,3,Healthcare Representative,1,8321,4,12,8,7
1279,1792,44,Yes,Research & Development,2,Medical,3,Male,3,1,Research Scientist,2,2342,3,5,3,3
1280,1794,37,No,Human Resources,2,Other,3,Male,3,2,Human Resources,2,4071,3,10,0,7
1281,1797,35,Yes,Sales,3,Life Sciences,3,Male,3,2,Sales Executive,4,5813,4,10,7,7
1282,1798,33,No,Research & Development,4,Life Sciences,4,Male,4,1,Research Scientist,1,3143,2,10,8,6
1283,1799,28,No,Research & Development,3,Life Sciences,3,Male,3,1,Research Scientist,4,2044,3,5,3,3
1284,1800,39,No,Research & Development,1,Medical,3,Male,3,3,Research Director,3,13464,3,4,3,2
1285,1801,46,No,Sales,2,Life Sciences,2,Male,2,2,Sales Executive,2,7991,3,2,2,2
1286,1802,40,No,Research & Development,2,Life Sciences,3,Female,3,1,Laboratory Technician,1,3377,4,4,3,2
1287,1803,42,No,Research & Development,3,Medical,2,Male,4,2,Healthcare Representative,1,5538,3,0,0,0
1288,1804,35,No,Research & Development,2,Medical,2,Male,3,2,Manufacturing Director,4,5762,3,7,7,7
1289,1805,38,No,Human Resources,3,Human Resources,1,Male,3,1,Human Resources,2,2592,4,11,10,8
1290,1807,34,Yes,Research & Development,4,Life Sciences,4,Male,3,2,Laboratory Technician,1,5346,3,7,1,7
1291,1809,37,Yes,Research & Development,4,Medical,4,Male,3,2,Manufacturing Director,1,4213,2,10,3,8
1292,1812,39,No,Sales,3,Life Sciences,3,Male,3,2,Sales Executive,4,4127,4,2,1,2
1293,1813,43,No,Research & Development,3,Life Sciences,1,Male,3,1,Research Scientist,3,2438,3,3,2,2
1294,1814,41,No,Research & Development,3,Life Sciences,2,Male,4,2,Healthcare Representative,2,6870,1,3,2,2
1295,1815,41,No,Sales,1,Marketing,3,Female,3,3,Sales Executive,3,10447,4,22,14,5
1296,1816,30,No,Research & Development,3,Medical,1,Female,3,3,Manufacturing Director,3,9667,2,7,7,2
1297,1818,26,Yes,Human Resources,2,Medical,4,Female,3,1,Human Resources,2,2148,3,5,1,4
1298,1821,46,Yes,Research & Development,2,Medical,4,Female,3,2,Healthcare Representative,2,8926,4,9,7,7
1299,1822,40,No,Research & Development,3,Life Sciences,3,Female,3,2,Healthcare Representative,4,6513,4,5,3,3
1300,1823,34,No,Sales,2,Technical Degree,2,Male,4,2,Sales Executive,3,6799,3,10,8,8
1301,1824,58,No,Sales,3,Medical,2,Male,3,4,Manager,2,16291,4,16,9,14
1302,1826,35,No,Research & Development,4,Medical,2,Male,1,1,Laboratory Technician,3,2705,2,5,4,3
1303,1827,47,No,Research & Development,3,Life Sciences,3,Female,2,3,Manufacturing Director,2,10333,3,22,11,10
1304,1829,40,No,Research & Development,3,Life Sciences,2,Female,3,2,Healthcare Representative,1,4448,2,7,4,7
1305,1830,54,No,Research & Development,4,Medical,4,Female,3,2,Research Scientist,4,6854,2,7,1,7
1306,1833,31,No,Sales,4,Marketing,1,Female,3,3,Sales Executive,1,9637,4,3,2,2
1307,1834,28,No,Research & Development,3,Medical,3,Female,3,1,Research Scientist,1,3591,3,3,2,2
1308,1835,38,No,Sales,4,Marketing,2,Female,1,2,Sales Representative,4,5405,1,4,2,3
1309,1836,26,No,Sales,3,Medical,3,Male,3,2,Sales Executive,4,4684,1,5,3,2
1310,1837,58,No,Research & Development,4,Life Sciences,1,Male,3,4,Research Director,3,15787,2,2,2,2
1311,1839,18,No,Research & Development,3,Medical,2,Female,3,1,Research Scientist,3,1514,3,0,0,0
1312,1842,31,Yes,Human Resources,5,Human Resources,4,Male,4,1,Human Resources,1,2956,3,1,0,0
1313,1844,29,Yes,Human Resources,3,Human Resources,1,Male,2,1,Human Resources,1,2335,4,2,2,0
1314,1845,45,No,Sales,4,Life Sciences,3,Female,3,2,Sales Executive,3,5154,2,8,7,7
1315,1847,36,No,Research & Development,4,Other,4,Female,3,2,Research Scientist,2,6962,4,1,0,0
1316,1849,43,No,Sales,4,Life Sciences,1,Male,3,2,Sales Executive,4,5675,3,7,7,7
1317,1850,27,No,Research & Development,2,Life Sciences,4,Female,3,1,Laboratory Technician,4,2379,3,5,4,2
1318,1852,29,No,Research & Development,1,Medical,4,Male,3,1,Laboratory Technician,4,3812,2,11,8,10
1319,1853,32,No,Sales,4,Marketing,4,Male,3,2,Sales Executive,4,4648,3,0,0,0
1320,1854,42,No,Research & Development,4,Technical Degree,3,Male,3,1,Research Scientist,3,2936,2,6,3,3
1321,1856,47,No,Research & Development,4,Life Sciences,2,Female,3,1,Laboratory Technician,3,2105,3,2,2,0
1322,1857,46,No,Research & Development,2,Life Sciences,4,Male,3,3,Manufacturing Director,4,8578,3,9,8,7
1323,1858,28,No,Human Resources,2,Life Sciences,3,Male,3,1,Human Resources,4,2706,2,3,2,2
1324,1859,29,No,Research & Development,1,Life Sciences,4,Male,1,2,Healthcare Representative,3,6384,4,7,0,6
1325,1860,42,No,Research & Development,3,Life Sciences,4,Male,3,1,Laboratory Technician,3,3968,4,0,0,0
1326,1862,32,Yes,Sales,4,Marketing,3,Male,2,2,Sales Executive,2,9907,3,2,2,2
1327,1863,46,No,Sales,3,Technical Degree,1,Female,4,4,Sales Executive,1,13225,4,19,17,8
1328,1864,27,No,Sales,1,Medical,2,Female,2,2,Sales Representative,3,3540,4,9,8,8
1329,1865,29,No,Human Resources,1,Medical,4,Male,2,1,Human Resources,2,2804,4,1,0,0
1330,1866,43,No,Research & Development,3,Medical,1,Female,2,5,Manager,3,19392,4,16,12,14
1331,1867,48,No,Research & Development,3,Life Sciences,4,Male,2,5,Research Director,2,19665,4,22,10,9
1332,1868,29,Yes,Research & Development,2,Life Sciences,4,Male,2,1,Research Scientist,4,2439,2,1,0,0
1333,1869,46,Yes,Sales,3,Life Sciences,3,Female,3,3,Sales Executive,2,7314,3,8,7,7
1334,1870,27,No,Research & Development,3,Life Sciences,4,Female,2,1,Research Scientist,1,4774,4,7,6,3
1335,1871,39,No,Research & Development,4,Other,4,Male,3,2,Research Scientist,4,3902,2,2,2,2
1336,1873,55,No,Research & Development,4,Technical Degree,2,Male,2,1,Research Scientist,4,2662,2,5,2,4
1337,1875,28,No,Sales,3,Medical,2,Female,3,1,Sales Representative,2,2856,4,1,0,0
1338,1876,30,Yes,Sales,3,Medical,2,Male,3,1,Sales Representative,4,1081,3,1,0,0
1339,1878,22,Yes,Research & Development,1,Life Sciences,4,Male,3,1,Research Scientist,2,2472,1,1,0,0
1340,1880,36,No,Sales,4,Technical Degree,2,Female,2,2,Sales Executive,3,5673,1,10,9,7
1341,1881,31,No,Research & Development,3,Life Sciences,2,Male,3,2,Laboratory Technician,3,4197,1,10,8,2
1342,1882,34,No,Sales,3,Life Sciences,3,Male,3,3,Sales Executive,4,9713,4,5,3,0
1343,1883,29,No,Research & Development,3,Life Sciences,4,Male,3,1,Laboratory Technician,1,2062,2,3,2,2
